identifier,event_id,event_name,calculate_date,price_level_name,cap,revenue_to_date,s/t-rate,opens,holds,holds_release,pcp_currentprice,pcp_forwardtix,pcp_forwardrev,prp_currentprice,prp_forwardtix,prp_forwardrev,prg_currentprice,prg_forwardtix,prg_forwardrev,pmt_currentprice,pmt_forwardtix,pmt_forwardrev,pio_currentprice,pio_forwardtix,pio_forwardrev,qualified_opens,unqualified_opens,pminventory,ticket_sold-total,ticket_sold-last_7days,ticket_sold-yesterday,host_sold-total,host_sold-last_7days,host_sold-yesterday,archtics_sold-total,archtics_sold-last_7days,archtics_sold-yesterday,comps-total,comps-last_7days,comps-yesterday,resale_sold-2_days_ago,resale_sold-last_7days,resale_sold-total,resale_asp-2_days_ago,resale_asp-last_7days,resale_asp-total,initial_price,last_price,number_of_postings,median_posting_price,posting_below_cp,lowest_post_price,highest_post_price,host_sold_at_current_price,platinum_sold_-_total,patinum_asp_-_total,prp_opportunity,prg_opportunity,pmt_opportunity,pio_opportunity,event_date,price_code,opponent,target_host_sold-today,tickets_sold_2_days_before_today,tickets_sold_3_days_before_today,tickets_sold_4_days_before_today,tickets_sold_5_days_before_today,tickets_sold_6_days_before_today,tickets_sold_7_days_before_today
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,4: 4/3,64,0.0,0.0,0,0,0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,3,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,3: 3/2,822,0.0,0.0,0,0,0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,2,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,2: 2/1,1308,0.0,0.0,0,0,0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,1,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,29: 29/S,176,0.0,0.0,0,0,0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,236.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,S,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,25: 25/O,49,0.0,0.0,0,0,0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,O,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,15: 15/E,378,0.0,0.0,0,0,0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,E,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,14: 14/D,126,0.0,0.0,0,0,0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,D,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,30: 30/T,76,0.0,0.0,0,0,0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,T,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,8: 8/7,734,0.0,0.0,0,0,0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,7,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,31: 31/U,28,0.0,0.0,0,0,0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,U,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,1: 1/0,68,0.0,0.0,0,0,0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,0,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,5: 5/4,1381,0.0,0.0,0,0,0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,178.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,4,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,7: 7/6,365,0.0,0.0,0,0,0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,144.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,6,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,27: 27/Q,876,0.0,0.0,0,0,0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,Q,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,6: 6/5,506,0.0,0.0,0,0,0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,168.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,5,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,22: 22/L,823,0.0,0.0,0,0,0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,L,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,21: 21/K,435,0.0,0.0,0,0,0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,K,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,16: 16/F,434,0.0,0.0,0,0,0,109.5,0.0,0.0,109.5,0.0,0.0,109.5,0.0,0.0,109.5,0.0,0.0,109.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,F,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,12: 12/B,507,0.0,0.0,0,0,0,99.5,0.0,0.0,99.5,0.0,0.0,99.5,0.0,0.0,99.5,0.0,0.0,99.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,B,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,11: 11/A,971,0.0,0.0,0,0,0,114.5,0.0,0.0,114.5,0.0,0.0,114.5,0.0,0.0,114.5,0.0,0.0,114.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,A,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,10: 10/9,792,0.0,0.0,0,0,0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,124.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,9,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,23: 23/M,554,0.0,0.0,0,0,0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,M,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-02-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-01,26: 26/P,536,0.0,0.0,0,0,0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,P,Flames,0.0,0.0,0.0,0.0,0.0,,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,25: 25/O,49,0.0,0.0,0,0,0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,123.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,O,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,15: 15/E,378,0.0,0.0,0,0,0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,119.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,E,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,14: 14/D,126,0.0,0.0,0,0,0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,149.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,D,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,30: 30/T,76,0.0,0.0,0,0,0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,141.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,T,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,5: 5/4,1381,0.0,0.0,0,0,0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,178.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,178.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,4,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,4: 4/3,64,0.0,0.0,0,0,0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,188.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,3,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,3: 3/2,822,0.0,0.0,0,0,0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,190.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,2,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,2: 2/1,1308,0.0,0.0,0,0,0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,214.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,1,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,1: 1/0,68,0.0,0.0,0,0,0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,238.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,0,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,29: 29/S,176,0.0,0.0,0,0,0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,236.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,236.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,S,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,6: 6/5,506,0.0,0.0,0,0,0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,168.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,168.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,5,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,8: 8/7,734,0.0,0.0,0,0,0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,139.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,7,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,31: 31/U,28,0.0,0.0,0,0,0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,194.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,U,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,7: 7/6,365,0.0,0.0,0,0,0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,144.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,144.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,6,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,10: 10/9,792,0.0,0.0,0,0,0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,124.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,124.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,9,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,27: 27/Q,876,0.0,0.0,0,0,0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,64.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,Q,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,26: 26/P,536,0.0,0.0,0,0,0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,84.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,P,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,23: 23/M,554,0.0,0.0,0,0,0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,74.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,M,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,22: 22/L,823,0.0,0.0,0,0,0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,68.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,L,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
AllData_11005C3BA86F5CC6_Rogers Arena_Canucks_vs._Flames_Thu_Feb_24_2022_02-03-2022,11005C3BA86F5CC6,Canucks vs. Flames,2022-02-02,21: 21/K,435,0.0,0.0,0,0,0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,79.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-24,K,Flames,0.0,0.0,0.0,0.0,0.0,0.0,
